recordId,name,parentRecordId,poiId,poiName,faction,rank,title,desc,image
tianting_14,午马,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_15,南岳衡山,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_16,南斗星,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_17,南斗星君,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_18,卯兔,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_19,危月燕,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_20,参水猿,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_23,土德星君,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_25,壁水貐,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_26,多闻天王,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的国王，掌管凌霄宝殿。,
tianting_27,天兵天将,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_28,天师,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_31,太阳星君,tianting,lingxiao,凌霄宝殿,其他,其他,,掌管太阳运行的天庭星君，与太阴星君（嫦娥）相对。,https://gitee.com/frank_huli/imagesbed/raw/master/xiyouji/characters/%E5%A4%AA%E9%98%B3%E6%98%9F%E5%90%9B.png
tianting_32,太阴星君,tianting,lingxiao,凌霄宝殿,其他,其他,,月宫之主，即嫦娥。天蓬元帅因醉酒调戏她被贬下凡。,https://gitee.com/frank_huli/imagesbed/raw/master/xiyouji/characters/%E5%A4%AA%E9%98%B4%E6%98%9F%E5%90%9B.png
tianting_33,奎木狼,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_34,女土蝠,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_35,娄金狗,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_36,子鼠,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_38,室火猪,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_39,寅虎,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_40,尾火虎,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_41,巨灵神,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_42,巳蛇,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_45,张月鹿,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_46,心月狐,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_48,戌狗,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_49,房日兔,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_51,持国天王,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的国王，掌管凌霄宝殿。,
tianting_53,斗木獬,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_56,星日马,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_57,昴日鸡,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_58,普天星君,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_60,木德星君,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_61,木德星官,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_62,未羊,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_64,柳土獐,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_65,武曲星,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_67,毕月乌,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_68,氐土貉,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_69,水德星君,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_70,江渎,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_71,河渎,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_74,济渎,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_75,淮渎,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_76,游奕灵官,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_77,火德星君,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_78,火部众神,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_79,牛金牛,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_83,申猴,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_84,皂衣仙女,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的仙人，修仙得道。,
tianting_85,箕水豹,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_86,素衣仙女,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的仙人，修仙得道。,
tianting_87,紫衣仙女,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的仙人，修仙得道。,
tianting_88,红衣仙女,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的仙人，修仙得道。,
tianting_89,绿衣仙女,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的仙人，修仙得道。,
tianting_90,罗睺星君,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_91,翊圣真君,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_92,翼火蛇,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_93,胃土雉,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_94,虚日鼠,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_95,西岳华山,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_96,西斗星君,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_98,角木蛟,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_99,觜火猴,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_100,计都星官,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_102,谒谛,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_103,赤脚大仙,tianting,lingxiao,凌霄宝殿,其他,其他,,天庭中性格随和的神仙，蟠桃胜会时被悟空骗走。,https://gitee.com/frank_huli/imagesbed/raw/master/xiyouji/characters/%E8%B5%A4%E8%84%9A%E5%A4%A7%E4%BB%99.png
tianting_104,轸水蚓,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_105,辰龙,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_106,酉鸡,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_108,金德星君,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_111,雷将,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_112,雷部众神,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_113,青衣仙女,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的仙人，修仙得道。,
tianting_114,顺风耳,tianting,lingxiao,凌霄宝殿,其他,其他,,与千里眼搭档，能听千里之外，大闹天宫时与千里眼一起侦察。,https://maas-watermark-prod-new.cn-wlcb.ufileos.com/202603292300432c17b1b12b6c43bb_watermark.png?UCloudPublicKey=TOKEN_6df395df-5d8c-4f69-90f8-a4fe46088958&Signature=l5j0YKAwRFbpRhR%2BRZ%2BPjJwRkKE%3D&Expires=1775401269
tianting_115,鬼金羊,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的角色，出现在取经路上。,
tianting_116,黄衣仙女,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的仙人，修仙得道。,
tianting_117,齐天府仙吏,tianting,lingxiao,凌霄宝殿,其他,其他,,西游记中的仙人，修仙得道。,
